"","from_id","travel_time7","travel_time2","travel_time3","travel_time4","travel_time5","travel_time6","travel_time1","average"
"310","42045406300",132,127,125,148,145,140,135,136
"311","42045405000",123,120,115,112,110,107,105,113.142857142857
"312","42045404800",103,109,109,107,105,100,100,104.714285714286
"313","42045406202",132,127,122,118,113,108,105,117.857142857143
"314","42045409100",101,96,91,86,81,79,109,91.8571428571429
"315","42045402700",90,90,95,90,85,81,86,88.1428571428571
"316","42045409602",92,88,87,93,89,88,94,90.1428571428571
"317","42045407502",93,88,83,80,94,92,87,88.1428571428571
"318","42045406100",108,125,122,117,112,107,107,114
"319","42045403601",101,96,91,91,113,108,103,100.428571428571
"320","42045403501",101,96,91,91,113,108,103,100.428571428571
"321","42045410800",125,125,147,142,137,132,127,133.571428571429
"322","42045401900",85,84,96,94,91,97,95,91.7142857142857
"323","42045401402",85,80,75,70,69,105,103,83.8571428571429
"324","42045403402",132,127,122,117,112,107,107,117.714285714286
"325","42045401302",86,100,99,95,109,108,103,100
"326","42045400600",61,57,63,65,63,60,59,61.1428571428571
"327","42045400402",54,60,59,57,55,53,59,56.7142857142857
"328","42045408300",79,85,83,80,86,84,81,82.5714285714286
"329","42045407201",130,128,123,118,113,108,103,117.571428571429
"330","42045407902",154,152,147,142,137,132,127,141.571428571429
"331","42101030600",67,64,59,57,63,60,55,60.7142857142857
"332","42101030700",66,64,60,66,65,60,56,62.4285714285714
"333","42101031101",76,73,72,78,76,73,78,75.1428571428571
"334","42101031300",68,69,66,65,70,78,74,70
"335","42101031600",77,79,85,82,81,79,75,79.7142857142857
"336","42101031700",70,73,75,74,80,79,74,75
"337","42101032300",61,61,67,62,59,74,72,65.1428571428571
"338","42101032600",74,72,67,66,79,77,72,72.4285714285714
"339","42101033101",85,91,87,86,84,80,86,85.5714285714286
"340","42101033600",81,80,82,81,83,86,81,82
"341","42101035302",104,99,96,126,124,119,114,111.714285714286
"342","42101036301",104,100,106,105,101,100,98,102
"343","42101003800",29,35,35,34,33,40,39,35
"344","42101008302",44,42,40,38,36,42,39,40.1428571428571
"345","42101000600",24,23,23,24,23,24,24,23.5714285714286
"346","42101001400",42,40,38,38,39,40,39,39.4285714285714
"347","42101001900",47,45,41,40,40,45,46,43.4285714285714
"348","42101002300",32,33,31,33,32,32,33,32.2857142857143
"349","42101002400",36,31,31,45,45,43,39,38.5714285714286
"350","42101002900",23,25,26,26,27,25,26,25.4285714285714
"351","42101003001",28,26,31,32,31,30,31,29.8571428571429
"352","42101003300",49,44,39,37,56,53,50,46.8571428571429
"353","42101003902",29,28,27,28,30,31,30,29
"354","42101036201",88,86,92,89,84,82,96,88.1428571428571
"355","42101004002",34,34,32,32,30,30,37,32.7142857142857
"356","42101035701",102,97,94,94,95,101,98,97.2857142857143
"357","42101037200",44,43,41,37,35,42,39,40.1428571428571
"358","42101005500",60,60,69,69,73,71,66,66.8571428571429
"359","42101006500",48,47,47,50,49,49,53,49
"360","42101007101",36,34,35,36,36,36,37,35.7142857142857
"361","42101007102",49,49,51,52,53,54,53,51.5714285714286
"362","42101008000",36,35,39,38,38,36,35,36.7142857142857
"363","42101008102",46,45,45,50,49,47,52,47.7142857142857
"364","42101017601",52,48,46,52,49,47,52,49.4285714285714
"365","42101008400",35,35,33,33,31,31,36,33.4285714285714
"366","42101009100",33,30,30,35,30,29,34,31.5714285714286
"367","42101009300",37,35,33,31,37,36,35,34.8571428571429
"368","42101010000",71,69,67,67,73,71,69,69.5714285714286
"369","42101010100",57,56,51,50,55,52,48,52.7142857142857
"370","42101014400",34,40,39,37,33,31,34,35.4285714285714
"371","42101015101",56,51,47,51,64,59,54,54.5714285714286
"372","42101015300",38,37,40,40,38,37,36,38
"373","42101015800",51,48,47,49,50,47,47,48.4285714285714
"374","42101016701",51,48,44,41,41,43,52,45.7142857142857
"375","42101017201",53,48,46,56,55,55,56,52.7142857142857
"376","42091206004",149,144,139,134,134,161,NA,NA
"377","42101017900",56,55,54,53,52,59,58,55.2857142857143
"378","42101018002",54,53,53,54,53,55,54,53.7142857142857
"379","42101037900",61,57,74,73,68,63,58,64.8571428571429
"380","42101019000",47,60,59,54,49,44,43,50.8571428571429
"381","42101019100",61,60,59,54,52,74,72,61.7142857142857
"382","42101019800",45,40,40,41,41,44,39,41.4285714285714
"383","42101020200",49,47,44,45,47,44,39,45
"384","42101020500",64,62,59,57,63,60,58,60.4285714285714
"385","42101021000",51,73,71,66,61,56,51,61.2857142857143
"386","42101021800",81,76,71,66,61,60,82,71
"387","42101038500",71,74,92,87,87,86,81,82.5714285714286
"388","42101023600",69,64,59,54,50,73,72,63
"389","42101026301",82,79,74,72,89,86,81,80.4285714285714
"390","42101024500",61,56,56,61,58,73,72,62.4285714285714
"391","42101024600",57,56,54,52,53,54,59,55
"392","42101038900",66,69,74,69,64,59,58,65.5714285714286
"393","42101026000",63,76,74,69,66,83,81,73.1428571428571
"394","42101026100",73,78,77,85,86,85,84,81.1428571428571
"395","42101026500",69,64,62,68,65,60,58,63.7142857142857
"396","42101027300",69,64,62,68,65,60,55,63.2857142857143
"397","42101027401",47,54,56,54,51,56,55,53.2857142857143
"398","42101027901",55,61,59,54,51,57,55,56
"399","42101027902",51,52,51,49,47,49,54,50.4285714285714
"400","42101028700",45,40,38,46,50,51,47,45.2857142857143
"401","42101029100",73,79,75,70,69,85,83,76.2857142857143
"402","42101029200",75,73,71,72,76,77,77,74.4285714285714
"403","42101030000",61,81,78,73,68,63,63,69.5714285714286
"404","42101010300",38,37,35,34,40,38,44,38
"405","42101037500",73,75,81,79,78,76,75,76.7142857142857
"406","42101036000",102,99,97,103,100,98,104,100.428571428571
"407","42101002000",50,49,48,45,45,59,54,50
"408","42101014100",42,42,40,40,38,38,42,40.2857142857143
"409","42101017400",42,43,45,45,48,46,44,44.7142857142857
"410","42101024000",46,60,59,54,51,48,46,52
"411","42101002702",44,39,35,35,45,44,39,40.1428571428571
"412","42101038000",66,72,67,64,79,77,72,71
"413","42045980000",83,82,77,72,67,64,99,77.7142857142857
"414","42101016001",55,56,51,46,43,56,59,52.2857142857143
"415","42101004104",42,39,38,37,32,31,38,36.7142857142857
"416","42101001204",28,26,26,27,27,26,26,26.5714285714286
"417","42101036902",30,30,30,29,27,28,30,29.1428571428571
"418","42101020701",69,64,59,59,71,72,78,67.4285714285714
"419","42101000403",14,14,14,15,15,14,15,14.4285714285714
"420","42101000806",17,18,16,17,18,16,17,17
"421","42101980003",36,36,36,36,36,36,36,36
"422","42101980701",69,64,63,89,85,80,75,75
"423","42091200103",120,115,110,105,103,147,144,120.571428571429
"424","42017104702",138,133,128,123,118,113,112,123.571428571429
"425","42017100201",120,115,110,108,114,111,108,112.285714285714
"426","42017100401",176,171,171,NA,NA,NA,NA,NA
"427","42045406402",129,127,127,150,145,140,135,136.142857142857
"428","42101980903",63,71,68,63,58,57,69,64.1428571428571
"429","42091202301",61,56,56,87,82,77,72,70.1428571428571
"430","42091201800",68,64,59,57,80,77,72,68.1428571428571
"431","42091201411",127,124,119,114,109,104,104,114.428571428571
"432","42091200602",179,176,171,166,161,156,154,166.142857142857
"433","42091201606",84,79,79,96,91,86,86,85.8571428571429
"434","42091204104",109,104,100,119,118,113,108,110.142857142857
"435","42091205402",89,91,88,85,81,100,99,90.4285714285714
"436","42091980300",125,120,115,110,109,114,110,114.714285714286
"437","42101036600",49,47,47,53,51,50,48,49.2857142857143
"438","42101008601",40,39,40,38,37,41,39,39.1428571428571
"439","42101980400",60,55,50,48,65,62,57,56.7142857142857
"440","42101033200",90,97,93,93,92,89,88,91.7142857142857
"441","42101008301",52,48,43,42,53,52,51,48.7142857142857
"442","42101009200",50,48,52,53,55,55,53,52.2857142857143
"443","42101011900",50,56,53,54,57,56,62,55.4285714285714
"444","42101012204",65,60,55,51,69,68,63,61.5714285714286
"445","42101015200",37,36,47,46,41,40,53,42.8571428571429
"446","42101019900",46,47,46,44,46,45,44,45.4285714285714
"447","42101038800",72,74,91,87,82,77,75,79.7142857142857
"448","42101024700",49,48,47,46,45,44,44,46.1428571428571
"449","42101027800",45,45,44,43,45,44,43,44.1428571428571
"450","42101030200",59,57,58,57,56,55,55,56.7142857142857
"451","42101031200",78,75,75,79,76,75,78,76.5714285714286
"452","42101033300",86,83,81,86,84,79,77,82.2857142857143
"453","42101033900",70,79,75,70,68,77,87,75.1428571428571
"454","42101035500",92,98,95,94,92,87,87,92.1428571428571
"455","42101035800",102,102,134,129,124,119,114,117.714285714286
"456","42101034702",84,83,78,74,80,79,74,78.8571428571429
"457","42045403002",133,128,123,118,113,108,103,118
"458","42045406201",133,128,123,119,141,145,167,136.571428571429
"459","42045400500",59,56,54,60,57,56,62,57.7142857142857
"460","42045404101",117,117,140,135,130,125,120,126.285714285714
"461","42101010400",50,48,43,41,56,57,55,50
"462","42101010500",50,48,43,42,57,55,51,49.4285714285714
"463","42101039001",73,76,74,72,88,86,81,78.5714285714286
"464","42101039002",92,91,86,81,77,84,87,85.4285714285714
"465","42101014201",31,37,36,35,35,33,33,34.2857142857143
"466","42101000701",20,20,20,21,21,20,20,20.2857142857143
"467","42091205806",96,102,99,97,103,100,95,98.8571428571429
"468","42091203402",109,104,102,132,129,124,119,117
"469","42091206007",170,165,160,155,150,145,140,155
"470","42101008802",32,38,34,33,36,32,31,33.7142857142857
"471","42101013900",34,34,48,46,41,38,37,39.7142857142857
"472","42101015102",36,46,46,45,43,40,39,42.1428571428571
"473","42101017300",53,50,52,51,50,56,56,52.5714285714286
"474","42029300201",125,120,117,163,161,156,151,141.857142857143
"475","42045404500",127,141,139,134,130,166,165,143.142857142857
"476","42045404102",117,112,109,132,130,125,120,120.714285714286
"477","42101000902",28,29,31,30,29,29,30,29.4285714285714
"478","42101004101",28,28,34,29,26,41,39,32.1428571428571
"479","42101028300",45,41,48,50,53,54,53,49.1428571428571
"480","42101028901",84,79,74,69,64,63,80,73.2857142857143
"481","42101012203",59,61,64,60,57,65,63,61.2857142857143
"482","42101034501",86,84,90,89,85,88,90,87.4285714285714
"483","42101013300",28,27,27,27,25,27,28,27
"484","42045407202",133,128,123,123,145,140,135,132.428571428571
"485","42045405200",123,120,115,113,110,107,105,113.285714285714
"486","42045407501",98,115,129,126,121,116,111,116.571428571429
"487","42101980702",54,61,63,71,67,62,59,62.4285714285714
"488","42029302300",157,152,147,142,137,132,127,142
"489","42017105300",176,171,166,161,156,151,146,161
"490","42091203103",120,115,110,105,100,100,126,110.857142857143
"491","42091203304",149,144,139,134,129,124,119,134
"492","42091203803",109,104,99,96,126,124,119,111
"493","42101004103",44,43,42,37,33,40,39,39.7142857142857
"494","42101001302",54,52,49,51,49,46,51,50.2857142857143
"495","42101039100",44,42,43,44,42,44,44,43.2857142857143
"496","42101003200",47,44,42,41,51,51,48,46.2857142857143
"497","42101006200",45,46,44,46,45,46,46,45.4285714285714
"498","42101007800",36,34,35,36,36,36,37,35.7142857142857
"499","42101013602",32,29,28,31,31,29,30,30
"500","42101016400",48,48,46,44,41,39,43,44.1428571428571
"501","42101018300",88,83,78,74,83,95,90,84.4285714285714
"502","42101021500",129,124,119,114,109,109,140,120.571428571429
"503","42101024300",49,48,48,48,46,44,41,46.2857142857143
"504","42101027200",69,64,61,71,81,77,72,70.7142857142857
"505","42101028400",46,48,49,51,61,59,54,52.5714285714286
"506","42045407801",85,85,88,90,96,92,88,89.1428571428571
"507","42045407802",85,80,76,82,82,96,95,85.1428571428571
"508","42045401101",83,80,75,72,102,102,100,87.7142857142857
"509","42101033400",70,67,66,72,68,68,74,69.2857142857143
"510","42101036202",104,99,95,109,112,110,107,105.142857142857
"511","42017100500",176,171,168,166,164,159,157,165.857142857143
"512","42091200402",156,151,146,141,136,131,126,141
"513","42101011100",46,44,42,47,45,42,47,44.7142857142857
"514","42101014900",36,35,33,39,36,36,35,35.7142857142857
"515","42101017800",49,55,54,49,45,59,58,52.7142857142857
"516","42101024400",46,52,53,51,49,44,40,47.8571428571429
"517","42101029400",50,55,51,49,54,52,47,51.1428571428571
"518","42101031501",83,89,86,85,84,79,79,83.5714285714286
"519","42101036302",104,104,118,113,108,106,112,109.285714285714
"520","42101037600",30,37,38,38,37,35,32,35.2857142857143
"521","42101009500",47,52,51,46,46,52,47,48.7142857142857
"522","42101014202",44,43,49,46,41,39,48,44.2857142857143
"523","42101980904",78,78,104,99,94,89,84,89.4285714285714
"524","42017105812",176,171,166,164,NA,NA,NA,NA
"525","42101006100",54,70,68,63,58,57,65,62.1428571428571
"526","42101009000",33,30,36,37,38,37,35,35.1428571428571
"527","42101014300",55,53,56,57,54,56,57,55.4285714285714
"528","42101021100",62,61,64,66,62,67,66,64
"529","42101017702",45,46,44,45,46,44,46,45.1428571428571
"530","42101034502",77,83,79,85,84,81,79,81.1428571428571
"531","42101023700",70,71,70,85,82,77,76,75.8571428571429
"532","42101026800",48,46,45,43,45,44,44,45
"533","42101028902",84,79,74,70,87,86,81,80.1428571428571
"534","42101026400",69,66,71,69,64,61,83,69
"535","42101010800",49,49,51,49,45,44,52,48.4285714285714
"536","42101015700",40,39,42,42,41,43,41,41.1428571428571
"537","42101018001",45,53,52,49,44,43,54,48.5714285714286
"538","42101026200",61,61,71,69,64,64,78,66.8571428571429
"539","42101028200",45,44,50,54,49,48,53,49
"540","42101034400",102,97,93,112,114,111,106,105
"541","42101035601",115,121,119,141,140,135,130,128.714285714286
"542","42045403300",69,68,74,70,65,64,78,69.7142857142857
"543","42091205810",140,135,130,125,120,115,110,125
"544","42091202500",156,151,146,141,136,131,126,141
"545","42091210500",111,106,101,96,93,146,144,113.857142857143
"546","42017101100",136,131,126,121,118,148,146,132.285714285714
"547","42091205905",96,91,86,82,116,115,110,99.4285714285714
"548","42045407600",87,101,99,94,91,97,95,94.8571428571429
"549","42045406805",165,160,155,150,145,144,164,154.714285714286
"550","42101020600",65,63,59,54,52,66,63,60.2857142857143
"551","42045403502",117,112,107,102,97,92,91,102.571428571429
"552","42101036700",27,27,35,35,35,33,31,31.8571428571429
"553","42101004201",31,37,34,29,29,44,39,34.7142857142857
"554","42101017500",47,48,46,44,49,48,48,47.1428571428571
"555","42101020101",38,37,35,37,40,39,39,37.8571428571429
"556","42101030502",69,64,60,66,65,60,56,62.8571428571429
"557","42101002200",26,27,28,26,27,26,27,26.7142857142857
"558","42101000801",37,38,39,38,36,36,39,37.5714285714286
"559","42101000500",17,16,16,16,16,16,16,16.1428571428571
"560","42101027100",57,56,55,54,53,59,58,56
"561","42101000200",31,29,29,31,29,29,29,29.5714285714286
"562","42045401800",77,75,73,74,73,73,79,74.8571428571429
"563","42101013200",28,27,27,28,26,27,28,27.2857142857143
"564","42101032100",61,57,63,62,57,55,70,60.7142857142857
"565","42029302600",133,128,123,122,136,132,127,128.714285714286
